stemID,species,dbh.cm,xdist,ydist,Jenkins_type
4931,TSHE,78.1,189.78,274.94,tf
4932,TSHE,65.1,186.24,274.23,tf
4934,TSHE,6.6,179.33,274.46,tf
4935,TSHE,24.8,177.14,274.68,tf
4936,THPL,32.6,177.56,275.6,cl
4937,TSHE,6,176.89,277.05,tf
4939,TSHE,22.1,178.75,288.51,tf
4940,TSHE,60.8,175.7,287.85,tf
4941,TABR,6.5,175.95,286.99,tf
4942,TSHE,6.5,174.62,290.31,tf
4943,TSHE,9.5,182.66,287.69,tf
4944,TSHE,67.2,182.91,286.88,tf
4945,THPL,10.3,186.8,291.42,cl
4946,TSHE,73.7,190.02,290.67,tf
4948,CONU,7,194.39,288.09,mh
4949,ABAM,7.5,195.82,288.12,tf
4950,ABAM,14.3,194.02,284.24,tf
4951,TSHE,11,199.54,113.34,tf
4952,ABAM,5.7,196.55,117.49,tf
4953,TSHE,6.2,189.05,104.62,tf
4954,TSHE,7.1,176.23,111.77,tf
4955,ABAM,6.3,175.32,113.3,tf
4957,TABR,6.5,172.04,116.63,tf
4958,TSHE,6.7,161.66,109.12,tf
4959,TSHE,8.8,152.41,118.15,tf
4960,TSHE,13.6,150.27,104.18,tf
4961,TABR,12.2,144.07,101.76,tf
4962,TABR,7.6,144.36,100.6,tf
4963,ABAM,6,142.09,104.18,tf
4965,ABAM,6.2,131.38,119.64,tf
4967,TSHE,6.6,134.85,106.47,tf
4968,TABR,6.4,119.4,119.31,tf
4969,TSHE,5.8,112.09,114.09,tf
4970,TSHE,17.6,103.08,121.4,tf
4971,TSHE,9.4,99.81,116.61,tf
4973,ABAM,5.8,114.99,125.04,tf
4974,ABAM,7.1,113.65,126.4,tf
4975,ABAM,5.9,127.4,128.05,tf
4976,ABAM,8,136.05,147.32,tf
4977,ABAM,6.3,149.5,139.1,tf
4978,ABAM,5.2,151.44,139.43,tf
4979,ABAM,6.2,160.44,130.13,tf
4980,TABR,6.1,169.01,148.64,tf
4981,TABR,8.8,195.15,159.76,tf
4985,TABR,6.8,153.15,171.77,tf
4986,TABR,6.2,153.8,171.23,tf
4987,TABR,6.2,145.55,159.08,tf
4988,ABAM,5.3,142.37,157.47,tf
4989,TABR,6.7,144.92,183.89,tf
4991,TABR,7.7,177.45,192.11,tf
4992,TABR,5.6,180.3,183.26,tf
4993,ABAM,6.1,187.27,102.32,tf
4996,TABR,9.5,94,129.45,tf
4998,TSHE,16.8,91.36,126.64,tf
4999,TSHE,55.8,97.05,135.33,tf
5000,TSHE,6,102.55,138.89,tf
5001,TSHE,31.6,96.91,120.73,tf
5002,TSHE,24,98,116.36,tf
5003,TABR,20.2,98.22,105.57,tf
5006,TABR,30.9,95.52,104.97,tf
5007,ABAM,45,91.89,104.91,tf
5008,TABR,14.1,93.79,100.71,tf
5009,TABR,24,93.46,101.27,tf
5010,TSHE,22.5,88.46,103.64,tf
5011,TSHE,19.1,86.27,108.32,tf
5012,TSHE,5.1,84.4,109.2,tf
5013,PSME,98,83.93,106.13,pm
5014,TABR,7,81.85,104.39,tf
5015,TSHE,37.7,84.84,101.22,tf
5016,TSHE,58.1,76.66,101.92,tf
5017,TABR,6.1,77.38,104.42,tf
5018,TSHE,6.2,75.97,105.8,tf
5019,TABR,16,75.69,109.41,tf
5020,TSHE,26.2,78.77,111.83,tf
5021,CONU,6.9,78.4,115.77,mh
5022,TSHE,16.4,74.62,112.62,tf
5023,TSHE,8.9,75.17,119.4,tf
5024,TSHE,23.8,75.95,123.45,tf
5025,TSHE,86.3,80.66,120.18,tf
5026,TSHE,61.9,84.14,120.26,tf
5027,TABR,9.6,85.33,121.05,tf
5028,TABR,6.4,86.36,120.76,tf
5029,ABAM,10.5,90.23,121.98,tf
5030,TSHE,12.7,91.28,118.72,tf
5031,TABR,15.7,84.76,117.79,tf
5032,ABAM,57,83.63,111.94,tf
5033,TSHE,14.9,71.44,115.16,tf
5035,TSHE,39.7,69.72,115.99,tf
5037,TABR,6.2,73.55,120.2,tf
5039,TSHE,85.5,69.13,107.75,tf
5041,TSHE,15.5,66.35,106.31,tf
5043,TSHE,104.8,59.86,107.52,tf
5044,TSHE,6.5,67.41,124.45,tf
5045,TSHE,7.3,67.58,125.59,tf
5046,TSHE,13.8,66.67,118.25,tf
5047,TSHE,21.4,66.07,118.79,tf
5048,TSHE,17.5,63.23,117.64,tf
5049,TSHE,40.2,60.06,119.05,tf
5050,TSHE,16.6,62.56,124.41,tf
5051,TSHE,12.1,60.07,126.03,tf
5052,TSHE,6.9,58.72,122.52,tf
5053,TSHE,122,53.05,121.04,tf
5054,TSHE,67.9,58.7,115.8,tf
5056,TSHE,10.3,50.36,100.92,tf
5057,TSHE,21.3,49.29,106.67,tf
5058,TABR,6.6,48.19,111.51,tf
5059,TABR,7.4,48.02,111.91,tf
5060,TSHE,6,50.14,114.74,tf
5062,TSHE,83.2,44.84,103.91,tf
5064,TSHE,10.7,40.06,109.73,tf
5065,TABR,23.6,40.92,113.3,tf
5066,TSHE,8.8,43.26,113.24,tf
5067,TSHE,92.5,45.27,118.96,tf
5068,TABR,6,33.55,110.6,tf
5069,TSHE,27.4,33.01,108.26,tf
5070,TSHE,8,33.85,107.51,tf
5071,TSHE,107.8,30.76,100.09,tf
5072,TABR,8.7,31.36,100,tf
5074,TSHE,6.7,40.05,121.64,tf
5075,TSHE,22.2,42.43,123.66,tf
5077,TSHE,11,32.17,123.51,tf
5078,TSHE,34,31.34,120.84,tf
5079,CONU,7.9,27.68,120.62,mh
5080,TSHE,25.9,33.07,116.69,tf
5081,TSHE,77.1,35.49,116.39,tf
5083,TSHE,7.7,30.79,109.95,tf
5084,TSHE,17.9,28.82,116.17,tf
5085,TSHE,10.3,28.14,114.36,tf
5086,TSHE,96.1,26.99,107.48,tf
5087,CONU,7.2,20.89,107.27,mh
5089,TSHE,105.4,14.11,101.52,tf
5090,TABR,11.1,10.58,103.29,tf
5091,TSHE,92.1,18.23,109.44,tf
5092,TSHE,43.5,20.65,121.48,tf
5093,THPL,36.6,20.33,122.04,cl
5094,TSHE,97,16.85,122,tf
5095,TSHE,43.7,16.03,124.37,tf
5096,TABR,16.2,12.53,118.69,tf
5097,TSHE,89.5,7.22,121.02,tf
5098,TABR,7.9,3.6,121.52,tf
5099,TABR,8.5,2.49,121.37,tf
5100,TABR,6.9,5.81,117.39,tf
5101,TSHE,25.6,10.15,115.34,tf
5102,TSHE,16.4,8.96,111.82,tf
5103,TSHE,7.5,7.5,111.1,tf
5104,TSHE,7.5,7.4,108.99,tf
5105,TSHE,27.6,3.93,107.83,tf
5106,TSHE,8.8,4.02,112.69,tf
5107,TSHE,40,2.23,112.68,tf
5108,PSME,83,1.5,111.7,pm
5109,TSHE,9.1,0.51,106.89,tf
5111,TSHE,6.3,0.75,101.05,tf
5112,TSHE,6.2,2.87,101.45,tf
5113,TSHE,7.3,2.73,102.67,tf
5114,TSHE,6.8,5,102.96,tf
5115,TSHE,19.8,0.57,128.4,tf
5116,ABAM,5.2,4.79,130.25,tf
5117,TSHE,9.2,6.12,131.98,tf
5118,CONU,7.9,7.56,133.13,mh
5119,TSHE,7.6,12.18,131.93,tf
5120,TSHE,76.5,11.03,130.12,tf
5121,TABR,8.6,13.99,132.45,tf
5122,TSHE,8.5,14.44,129.39,tf
5124,TSHE,8.1,17.49,131.41,tf
5126,TSHE,23.3,19.4,136.76,tf
5127,TSHE,6.3,20.12,137.08,tf
5128,TSHE,8.1,23.25,137.84,tf
5129,TSHE,24.2,24.13,134.09,tf
5130,TSHE,82.5,23.85,132.59,tf
5131,TSHE,3.3,22.7,140.43,tf
5132,TSHE,10,19.41,140.38,tf
5133,TSHE,32,18.34,144.84,tf
5134,TSHE,51.3,15.96,141.59,tf
5135,TSHE,5,15.93,140.89,tf
5136,TSHE,69.3,16.24,136.21,tf
5137,TABR,12.5,15.56,136.7,tf
5138,TSHE,9.1,13.24,138.34,tf
5140,TSHE,79.6,8.99,138.52,tf
5141,TSHE,17.7,10.48,142.25,tf
5142,TSHE,15.7,12.44,141.8,tf
5144,TSHE,9.6,10.1,145.35,tf
5146,TSHE,54.4,5.58,143.2,tf
5147,TSHE,51.1,2.13,144.13,tf
5149,TSHE,22.4,0.25,148.14,tf
5150,TABR,6.6,3.9,140.83,tf
5151,TSHE,7,3.41,139.78,tf
5152,TSHE,5.8,4.39,139.1,tf
5153,TSHE,85.9,26.27,139.62,tf
5154,TSHE,9.3,27.56,139.36,tf
5155,TSHE,68.7,30.2,137.78,tf
5156,TSHE,15.3,26.84,133.18,tf
5157,TSHE,7.7,25.8,135.24,tf
5158,TSHE,30.3,30.18,129.85,tf
5159,TSHE,12.7,32.58,130.81,tf
5162,TSHE,15,36.82,132.35,tf
5163,TSHE,13.1,39.22,130.56,tf
5164,TSHE,9.2,37.33,128.33,tf
5165,TSHE,8.5,42.95,126.04,tf
5166,TSHE,5.1,44.22,127.76,tf
5167,TSHE,10.5,47.08,129.57,tf
5168,TSHE,28.2,45.32,132.39,tf
5169,TSHE,23.4,44.87,137.18,tf
5170,TSHE,24,42.17,132.6,tf
5171,TSHE,17.6,40.07,135.33,tf
5173,TSHE,57,37.39,141.54,tf
5174,TSHE,27.4,38.07,142.06,tf
5175,TSHE,6,29.34,145.32,tf
5176,TSHE,82.1,25.1,148.2,tf
5178,TSHE,26,26.84,149.83,tf
5179,CONU,6.7,36.14,146.41,mh
5181,TSHE,128.6,42,147.03,tf
5182,THPL,72,43.75,146.8,cl
5183,THPL,9.2,44.97,145.97,cl
5186,TSHE,8.1,48.73,130.6,tf
5187,TSHE,15.2,50.53,126.96,tf
5188,THPL,15.5,54.54,127.82,cl
5189,TSHE,82.2,52.32,131.95,tf
5190,TSHE,9,57.67,127.88,tf
5191,TSHE,9.3,63.69,128.87,tf
5192,TSHE,5.3,63.41,130.41,tf
5193,TSHE,49.9,60.12,131.87,tf
5194,TSHE,6.5,59.64,132.57,tf
5195,ABAM,6.2,106.46,114.36,tf
5197,TSHE,6.8,168.02,168.47,tf
5199,TABR,5.2,119.63,215.23,tf
5201,TABR,14.1,62.85,134.5,tf
5203,TSHE,8.6,67.59,132.55,tf
5204,TSHE,24.5,71.47,132.03,tf
5206,TSHE,67.3,73.18,134.25,tf
5207,TSHE,35,70.28,135.12,tf
5208,TSHE,4.9,69.87,135.15,tf
5209,TSHE,69,72.76,137.49,tf
5210,TSHE,52.2,66.26,141.04,tf
5211,TSHE,13,60.74,140.95,tf
5212,TSHE,59.6,60.31,140.73,tf
5213,TSHE,49.1,56.42,137.33,tf
5215,TSHE,26.5,53.47,138.66,tf
5216,TSHE,8.3,55.43,139.65,tf
5217,TSHE,8.4,52.68,138.22,tf
5219,TSHE,17.1,53.08,142.27,tf
5220,ABAM,47.5,52.06,143.73,tf
5221,TABR,6.3,53.4,145.32,tf
5223,TSHE,16,63.99,145.68,tf
5224,TSHE,20.5,69.7,143.38,tf
5225,TSHE,52.4,69.15,145,tf
5226,TSHE,8.6,76.06,148.67,tf
5227,TSHE,12.5,78.52,148.22,tf
5228,TSHE,10.4,79.81,146.68,tf
5229,PSME,114,75.71,146.07,pm
5231,TSHE,49,75.53,141.32,tf
5232,ABAM,9,80.89,143.22,tf
5234,ABAM,5.4,83.02,147.93,tf
5235,ABAM,59.3,86.41,143.49,tf
5236,TABR,18.5,86.14,142.95,tf
5237,TABR,13.4,86,143.07,tf
5238,CONU,11.8,87.5,148.53,mh
5240,TSHE,5,92.37,147.64,tf
5241,ABAM,9.8,92.46,146,tf
5242,ABAM,7.1,93.36,145.43,tf
5243,ABAM,6.9,93.81,147.57,tf
5244,TABR,22.2,98.62,149.37,tf
5245,ABAM,7.4,95.15,143.12,tf
5246,ABAM,8.8,91.66,143.28,tf
5247,ABAM,5.4,92.55,142.05,tf
5248,TSHE,75,90.39,134.52,tf
5249,ABAM,7.7,94.11,133.73,tf
5250,ABAM,14.4,95.99,132.56,tf
5253,TSHE,49.4,86.94,125.86,tf
5254,TSHE,61.6,85.89,127.49,tf
5255,TSHE,11.3,86.05,131.81,tf
5256,TSHE,12,84.32,136.02,tf
5257,TABR,22.9,82.46,137.32,tf
5258,ABAM,10.6,82.46,133.52,tf
5259,PSME,137,82.76,130.76,pm
5261,TABR,23.2,79.3,126.39,tf
5262,ABAM,16,78.93,130.47,tf
5264,TABR,6.2,77.72,133.26,tf
5266,TSHE,16.3,75.73,132.75,tf
5267,ABAM,7.2,99.01,132.08,tf
5268,ABAM,10.7,99.96,133.69,tf
5269,TSHE,26.9,97.83,137.5,tf
5270,TSHE,19.3,97.72,161.03,tf
5271,TSHE,28.5,96.58,160.73,tf
5272,ABGR,59.2,97.43,163.51,tf
5273,THPL,65,96.2,166.25,cl
5274,PSME,78.2,98.7,169.35,pm
5276,ABAM,5.6,95.09,173.7,tf
5277,TABR,6,92.37,170.5,tf
5279,TABR,13.5,85.23,174.11,tf
5280,TSHE,35.8,81.17,173.66,tf
5283,TABR,5.5,83.65,163.04,tf
5284,TSHE,71.3,88.56,164.06,tf
5285,TSHE,36.5,90.28,161.95,tf
5286,PSME,87.5,90.42,161.28,pm
5287,PSME,125.7,91.8,154.83,pm
5288,TSHE,32.5,94.77,155.27,tf
5289,TSHE,7.9,95.35,154.98,tf
5290,PSME,113.7,95.2,153.37,pm
5291,ABAM,6,90.45,151.52,tf
5292,TSHE,5,87.66,153.15,tf
5293,TSHE,28.5,82.57,153.77,tf
5295,TSHE,7.5,83.22,156.92,tf
5296,ABAM,63.5,82.01,158.6,tf
5297,TSHE,12.5,81.85,157.94,tf
5298,TSHE,7.3,86.77,158.96,tf
5300,TSHE,29,78.8,157.68,tf
5302,TSHE,15.8,78.04,151.63,tf
5303,TSHE,6,74.8,158.53,tf
5304,TABR,9,75.49,162.98,tf
5305,TSHE,66.3,73.05,162.36,tf
5306,TSHE,56.5,75.02,169.16,tf
5307,ABAM,6.9,72.9,159.37,tf
5308,TABR,5.6,71.63,167.31,tf
5309,TSHE,9.1,71.21,172.47,tf
5310,ABAM,5.5,71.03,170.97,tf
5311,TSHE,89.3,69.33,165.8,tf
5312,TABR,6.4,69.84,172.93,tf
5314,TABR,7.1,62.3,169.08,tf
5315,TABR,5.9,62.45,171.99,tf
5317,TSHE,17.2,73.79,150.16,tf
5318,PSME,85,69.87,150.29,pm
5319,PSME,115,66.43,152.25,pm
5320,TSHE,65.2,65.69,163.26,tf
5321,TSHE,18.5,66.42,154.67,tf
5322,TSHE,49.9,63.75,154.71,tf
5323,TSHE,21.1,65.22,150.52,tf
5325,TSHE,17.3,65.32,160.35,tf
5326,TSHE,5.5,65.01,160.62,tf
5327,TSHE,30.6,61.17,165.45,tf
5328,TSHE,19.5,60.29,159.91,tf
5329,TSHE,20.6,58.73,157.15,tf
5330,TSHE,73,56.3,161.09,tf
5331,PSME,74,55.06,160.84,pm
5332,TSHE,7.7,53.25,157.66,tf
5333,TSHE,5.6,53.75,154.78,tf
5335,TSHE,74.8,51.68,162.16,tf
5336,TSHE,24.5,54.27,165.03,tf
5337,TSHE,12.2,55.27,165.92,tf
5338,TABR,8.7,58.26,169.22,tf
5339,TSHE,67,57.51,170.19,tf
5340,TSHE,81.7,54.31,171.88,tf
5341,TABR,23,49.36,167.79,tf
5344,TSHE,19.8,44.15,166.27,tf
5346,TSHE,27,48.92,156.8,tf
5347,TABR,6.4,43.92,158.25,tf
5348,TSHE,12.7,43.09,154.26,tf
5349,TSHE,7.9,49.04,151.22,tf
5350,TSHE,8.6,35.23,153.18,tf
5351,TSHE,5.6,36.87,156.99,tf
5352,TSHE,28.9,29.87,150.3,tf
5353,TSHE,72.4,32.88,156.85,tf
5354,TSHE,9,28.62,159.02,tf
5355,TSHE,42.5,28.81,160.43,tf
5356,TSHE,10.4,31.88,160.46,tf
5357,TSHE,11.8,29.23,164.14,tf
5358,TSHE,85.8,28.71,163.99,tf
5360,TSHE,14.5,29.24,171.45,tf
5361,TABR,14.7,34.7,170.61,tf
5362,ABAM,6,29.68,173.67,tf
5363,TABR,5.4,37.07,172.2,tf
5364,TSHE,91.2,39.8,166.28,tf
5367,TSHE,55.2,43.67,172.45,tf
5369,TSHE,23.5,22.8,172.63,tf
5370,TABR,8.9,21.71,172.02,tf
5372,TSHE,13.5,18.43,175.15,tf
5373,TSHE,11.6,17.54,174.68,tf
5375,TSHE,42.9,16.84,173.4,tf
5376,ABGR,31.7,21.15,170.69,tf
5377,TSHE,11.1,24.37,164.21,tf
5378,TSHE,12.2,26.73,162.05,tf
5379,TABR,5.6,22.33,162.97,tf
5380,TABR,4.7,21.71,163.34,tf
5381,CONU,7.2,21.6,165.43,mh
5382,TSHE,16.2,19.43,157.52,tf
5383,TSHE,26.5,18.64,160.44,tf
5384,TSHE,47.4,17.79,156.78,tf
5385,TSHE,5.6,15.61,153.58,tf
5386,TSHE,7.2,16.12,157.43,tf
5387,TSHE,84.7,15.02,159.21,tf
5388,TSHE,49,17.09,166.25,tf
5389,TSHE,22.5,15.41,167.38,tf
5390,TSHE,10.6,17.79,170.25,tf
5392,TSHE,17.4,14.18,175.14,tf
5393,TSHE,18.8,12.13,171.07,tf
5394,TSHE,11.9,5.54,173.8,tf
5395,TSHE,9.6,2.92,174.66,tf
5396,TSHE,12.9,1.07,171.69,tf
5398,TABR,8.5,13.21,158.85,tf
5399,TSHE,7.5,13.12,153.9,tf
5400,TSHE,9,8.68,153.57,tf
5401,TSHE,33.5,5.73,151.33,tf
5403,TSHE,23.4,8.83,158.68,tf
5404,TSHE,20.5,6.85,159.7,tf
5405,TSHE,25.4,7.22,158.73,tf
5406,TSHE,10.1,3.87,162.83,tf
5407,TSHE,40.5,2.87,163.13,tf
5408,TSHE,16.1,2.16,158.69,tf
5409,TSHE,53.6,1,159.57,tf
5411,TSHE,15.4,0.88,152.73,tf
5412,TSHE,36.2,0.47,167.73,tf
5414,TABR,30.6,2.82,179.72,tf
5415,TABR,11.4,0.61,181.15,tf
5416,CONU,10,4.66,182.63,mh
5418,TABR,33.4,4.41,190.58,tf
5420,TSHE,65.1,2.02,196.86,tf
5421,TABR,35.7,4.61,200.35,tf
5422,TSHE,55.5,11.16,195.65,tf
5423,TABR,26.6,6.27,189.22,tf
5424,TSHE,26.1,9.76,186.32,tf
5425,TSHE,10,12.64,185.81,tf
5426,TABR,14.6,8.07,181.51,tf
5427,TSHE,9.5,9.26,179.65,tf
5428,TABR,10.4,10.49,178.66,tf
5429,TABR,12.3,12.4,180.6,tf
5430,TSHE,58.5,17.05,178.55,tf
5432,TSHE,24.3,21.86,179.41,tf
5433,TSHE,8.2,24.64,182.02,tf
5434,TSHE,19,24.42,184.42,tf
5435,TABR,7.6,19.23,189.4,tf
5436,TSHE,65.2,19.94,191.05,tf
5437,TABR,18,13.82,188.24,tf
5438,TSHE,53.4,14.35,194.08,tf
5439,TABR,13.4,12.98,197.17,tf
5440,TABR,20.4,18.94,198.73,tf
5442,TABR,23.8,25.73,176.61,tf
5444,TSHE,76.1,24.06,196.47,tf
5447,TSHE,12,29.59,195.24,tf
5449,TSHE,111.5,33.99,198.6,tf
5451,TABR,12.7,39.08,193.15,tf
5453,TABR,11.3,40.5,192.91,tf
5454,TABR,7.2,39.41,190.58,tf
5455,TSHE,5.2,38.3,189.72,tf
5456,TSHE,9.1,41.76,188.8,tf
5457,TSHE,15.9,42.62,188.62,tf
5459,TSHE,89.5,40.7,186.84,tf
5460,TSHE,15.2,29.81,187.64,tf
5461,TSHE,38.7,29.26,186.89,tf
5463,TSHE,42.3,26.56,182.11,tf
5464,TSHE,12.5,26.34,182.42,tf
5465,TSHE,8.7,28.59,180,tf
5468,TABR,23.8,33.82,176.24,tf
5469,TSHE,16.2,34.71,178.83,tf
5470,TSHE,11.2,34.31,179.68,tf
5472,TABR,6.1,34.31,182.57,tf
5473,ABPR,87.5,36.59,179.19,tf
5474,TABR,9.8,38.51,175.44,tf
5477,TABR,15.8,45.04,177.56,tf
5479,TABR,13.1,49.49,189.56,tf
5481,TSHE,6,45.94,195.9,tf
5482,PSME,121.2,45.12,194.46,pm
5484,TSHE,38.7,43.79,195.23,tf
5485,TABR,23.5,44.25,198.27,tf
5486,TABR,7.3,48.78,196.57,tf
5487,TABR,11.9,41.7,197.84,tf
5488,TSHE,41.2,49.77,193.28,tf
5489,TSHE,12.1,52.4,192.29,tf
5491,TSHE,19.6,55.69,179.65,tf
5492,TSHE,34.5,59.27,180.94,tf
5493,TSHE,41.2,59.07,183.52,tf
5494,TSHE,33.7,59.88,186.71,tf
5495,TSHE,19,57.96,195.85,tf
5496,TSHE,34.6,57.54,196.31,tf
5497,TSHE,79.9,56.61,199.79,tf
5498,TSHE,9.6,59.59,200.89,tf
5499,TABR,45.6,63.04,202.11,tf
5500,TABR,12.1,64.51,196.63,tf
5501,TABR,10.7,64.52,196.48,tf
5502,TABR,6,69.11,196.84,tf
5503,TABR,5.7,70.49,196.74,tf
5504,TSHE,5.6,38.75,272.97,tf
5505,PSME,128.5,74.57,198.72,pm
5506,TABR,13.8,73.06,191.58,tf
5507,TSHE,21.7,71.68,189.83,tf
5508,TSHE,73.6,73.84,185.04,tf
5509,TABR,8.4,74.08,185.89,tf
5511,TSHE,12.2,72.74,182.15,tf
5512,TSHE,22.2,70.74,180.71,tf
5514,PSME,85.9,67.84,187.29,pm
5515,TABR,17.7,67.08,183.01,tf
5516,TABR,8.7,71.91,177.71,tf
5517,TABR,14.2,67.53,174.79,tf
5518,PSME,116.3,65.98,180.73,pm
5521,TSHE,25.8,61.35,191.71,tf
5523,TSHE,19.6,61.82,197.97,tf
5524,TSHE,81.4,75.72,186.8,tf
5525,TABR,7.3,75.47,184.7,tf
5526,TSHE,29.1,79.29,185.7,tf
5527,PSME,110.4,80.87,187.52,pm
5528,TSHE,11.2,85.33,190.64,tf
5529,TABR,9.5,83.74,188.84,tf
5530,TABR,15.5,83.33,191.84,tf
5531,TSHE,7.9,79.11,194.54,tf
5532,TABR,6.6,76.03,193.96,tf
5533,TSHE,22.8,79,189.98,tf
5534,TSHE,93.7,77.68,195.3,tf
5536,TABR,18.2,81.48,197.03,tf
5537,ABGR,41.5,85.31,196.96,tf
5538,ABAM,29.9,89.1,195.17,tf
5539,TSHE,12.5,95.9,197.09,tf
5540,TSHE,22,89.95,199.88,tf
5542,ABAM,6.6,90.31,195.55,tf
5543,TABR,7.2,86.23,193.86,tf
5544,TSHE,22.6,87.54,187.28,tf
5545,PSME,84.6,84.78,185.53,pm
5546,TSHE,9.7,80.9,182.21,tf
5548,TSHE,8.3,83.47,179.33,tf
5549,TSHE,62,87.12,180.35,tf
5551,ABAM,10.8,95.21,180.89,tf
5552,TABR,14,91.29,184.21,tf
5553,ABAM,7.1,20.57,275.75,tf
5554,TABR,23.2,8.07,277.04,tf
5556,ABAM,18.3,93.69,187.22,tf
5557,TABR,18.2,96.58,192.22,tf
5558,ABAM,23.2,99.11,190.66,tf
5559,TSHE,73.8,99.29,176.03,tf
5560,TSHE,6.1,99.43,175.62,tf
5561,TABR,6,97.26,175.69,tf
5562,TSHE,21.9,98.96,211.42,tf
5563,TABR,40.2,98.86,217.86,tf
5564,TABR,20.7,90.59,213.37,tf
5565,PSME,159.8,87.05,205.27,pm
5566,TSHE,8.5,87.25,210.26,tf
5567,TSHE,47,83.92,210.35,tf
5568,TSHE,5.4,83.8,209.66,tf
5569,TABR,20.3,80.96,213.36,tf
5571,TABR,7.5,78.63,207.44,tf
5572,TABR,8.9,76.91,204.99,tf
5573,PSME,136.2,75.4,206.12,pm
5574,TSHE,12.5,77.12,200.51,tf
5575,TSHE,67.4,75.46,209.95,tf
5576,TSHE,17.5,75.75,210.65,tf
5577,TSHE,52.8,90.52,223.21,tf
5578,TABR,14,90.41,222.84,tf
5579,PSME,93.7,87.74,224.53,pm
5580,CONU,8.1,74.28,219.18,mh
5581,TABR,14.1,72.92,222.11,tf
5582,TABR,37.9,70.88,221.77,tf
5584,TABR,28.5,69.32,219.39,tf
5585,TABR,29.5,69.45,219.21,tf
5586,TABR,7,71.25,217.85,tf
5587,TSHE,96.9,72.82,216.8,tf
5589,TSHE,72.1,74.25,215.5,tf
5590,TABR,14.1,71.65,215.46,tf
5591,TABR,9.2,69.51,215.26,tf
5592,TABR,10.5,74.15,205.88,tf
5593,TSHE,69,73.41,203.39,tf
5594,TABR,9.5,72.42,202.44,tf
5595,TABR,8,72.49,203.42,tf
5596,TABR,12,68.56,205,tf
5597,TSHE,76,67.26,204.77,tf
5598,TSHE,19.9,57.11,203.98,tf
5599,TSHE,18.2,56.82,203.17,tf
5600,THPL,22,52.77,207.38,cl
5601,THPL,6.5,53.15,209.4,cl
5602,TABR,56,60.51,212.69,tf
5604,TABR,23.8,59.47,214.07,tf
5606,TSHE,6.9,54.46,213.15,tf
5607,TSHE,9.2,50.26,210.21,tf
5608,TSHE,8.3,49.79,210.9,tf
5610,TSHE,6.4,48.62,212.72,tf
5611,TABR,10.6,52.42,221.94,tf
5612,TABR,34.2,54.57,223.15,tf
5613,TSHE,8.6,57.66,220.79,tf
5614,TABR,12.8,66.02,221.39,tf
5616,TABR,23,44.12,215.34,tf
5617,TABR,27.3,44.74,216.28,tf
5618,TSHE,17.4,49.24,215.06,tf
5619,TABR,34.7,41.94,216.65,tf
5620,TSHE,15.9,43.22,223.2,tf
5621,TABR,38.5,39.33,221.5,tf
5622,TABR,18.3,33.59,222.21,tf
5623,TSHE,48.5,32.44,221.86,tf
5625,TABR,48.5,25.77,220.57,tf
5626,TSHE,5.4,24.46,217.99,tf
5627,TABR,17.2,30.94,210.59,tf
5628,TABR,10.5,26.22,208.74,tf
5630,TSHE,69,27.31,205.57,tf
5631,TABR,16.4,32.45,200.57,tf
5632,TABR,14.3,32.98,200.22,tf
5633,TABR,15.6,33.12,204.44,tf
5635,TABR,29.3,34.84,211.08,tf
5636,PSME,144.6,39.38,210.16,pm
5637,TABR,19.2,44.28,207.84,tf
5638,TSHE,75.1,44.22,202.55,tf
5639,TSHE,19.4,50.29,202.24,tf
5640,TABR,16.2,70.47,226.37,tf
5641,PSME,103.4,43.43,201.3,pm
5642,TABR,15.8,22.16,208.75,tf
5643,TABR,9.2,23.54,207.35,tf
5646,TABR,11.8,18.56,211.72,tf
5647,ABGR,83.5,18.56,210.34,tf
5649,TABR,29.9,16.13,201.26,tf
5651,TABR,6.7,42.27,273.72,tf
5652,TABR,69.5,8.94,210.6,tf
5653,TSHE,71.1,12.23,212.06,tf
5654,TABR,37.1,18.58,217,tf
5655,TSHE,9.1,21.21,217.94,tf
5656,TABR,36,22.08,222.89,tf
5658,TSHE,78,13.04,223.17,tf
5660,TABR,28,8.63,223.72,tf
5661,TSHE,25.1,6.44,223.24,tf
5662,TSHE,55.8,2.97,225.13,tf
5663,TSHE,28.4,4.13,222.56,tf
5664,TABR,50.9,3.86,218.44,tf
5665,TABR,12.6,10.03,219.02,tf
5666,TABR,31,12.38,215.92,tf
5667,TABR,19.9,7.74,228.24,tf
5668,TABR,26.5,10.82,231.7,tf
5671,TSHE,44.8,12.61,233.57,tf
5672,TSHE,75.9,3.8,236.78,tf
5673,TABR,6.2,6.39,240.33,tf
5674,TABR,7.5,3.11,238.85,tf
5677,TSHE,6,2.26,243.58,tf
5678,TSHE,31.5,2.04,244.17,tf
5679,TSHE,8.7,2.65,244.54,tf
5680,TSHE,82.5,3.96,243.73,tf
5681,TSHE,91.7,3.21,251.78,tf
5682,TSHE,9.2,7.02,249.67,tf
5684,TABR,13.3,19.83,246.68,tf
5685,TSHE,7.7,50.05,238.17,tf
5686,TSHE,52,22.03,243.05,tf
5687,TSHE,45.4,20.74,243.76,tf
5688,TSHE,36.3,19.55,243.72,tf
5689,TSHE,39.3,22.76,243.6,tf
5691,TSHE,12.8,21.64,237.26,tf
