stemID,species,dbh.cm,xdist,ydist,Jenkins_type
2574,TABR,11.7,218.83,149.65,tf
2575,ABAM,9.1,216.82,150.98,tf
2576,ABAM,9.2,209.31,151.14,tf
2577,CONU,6.8,200.06,152.67,mh
2579,TABR,12.6,202.28,153.6,tf
2580,PSME,118.7,204.76,156.77,pm
2582,ABAM,45.7,203.99,163.12,tf
2583,TABR,9.6,203.56,163.55,tf
2584,CONU,7.4,213.33,155.81,mh
2585,TABR,11.3,223.01,151.08,tf
2586,TABR,6.9,222.47,152.22,tf
2587,TABR,11.8,208.43,162.23,tf
2588,TABR,14.3,200.37,170.67,tf
2589,TSHE,88.1,201.98,171.63,tf
2590,TABR,12.1,211.33,164.62,tf
2591,TABR,17.6,211.13,165.19,tf
2593,PSME,119.4,211.63,166.29,pm
2594,TSHE,46.7,210.02,173.91,tf
2596,TABR,8.3,217.34,163.34,tf
2597,TSHE,100.9,219.3,161.03,tf
2600,CONU,5.6,223.96,155.22,mh
2601,TABR,5.8,222.97,159.32,tf
2603,TSHE,79.5,219.73,175.05,tf
2604,TSHE,57,207.18,177.36,tf
2605,TSHE,10.7,203.67,177.37,tf
2606,TSHE,37.8,201.01,181,tf
2607,PSME,75.3,204.93,179.61,pm
2608,TABR,7.9,207.1,179.33,tf
2609,TABR,17.1,214.7,176.8,tf
2611,TABR,17,203.44,182.13,tf
2615,ABAM,7.7,213.24,181.93,tf
2616,TABR,13.9,203.93,186.83,tf
2617,PSME,120.8,200.82,189.16,pm
2619,TABR,13.9,203.41,191.82,tf
2620,TABR,13.3,200.76,193.36,tf
2621,TABR,14,202.96,196.72,tf
2622,ABAM,45.1,202.7,199.76,tf
2623,TABR,33.3,209.02,191.08,tf
2625,TABR,15.2,215.45,184.96,tf
2626,ABAM,77.8,217.13,185.78,tf
2628,TABR,23.1,210.66,194.8,tf
2629,PSME,125.4,214.1,196.75,pm
2631,TSHE,10.1,215.9,193.83,tf
2632,TSHE,23.1,218.35,193.67,tf
2633,TSHE,7.6,221.73,184.15,tf
2635,TSHE,10.8,221.03,194.88,tf
2636,TSHE,10,269.45,160.55,tf
2700,TABR,10.5,281.73,193.64,tf
2702,TABR,9.3,256.97,161.96,tf
2705,TABR,14,258.2,149.58,tf
2706,TABR,14.7,239.63,167.24,tf
2707,TABR,12.5,229.07,162.75,tf
2709,TABR,19.4,226.46,189.82,tf
2710,TABR,15.8,293.79,108.49,tf
2712,TABR,10.2,279.64,116.24,tf
2713,TABR,15.5,225.78,116.74,tf
2715,TABR,11.3,222.83,118.53,tf
2717,TABR,7.2,210.76,112.83,tf
2718,TABR,8.5,208.43,162.23,tf
3001,TSHE,30.3,285.2,200.82,tf
3002,TSHE,11.3,285.19,200.97,tf
3003,TSHE,16.3,282.63,204.41,tf
3004,PSME,111.2,281.15,204.89,pm
3005,PSME,77.3,290.78,201.94,pm
3006,TSHE,6.5,289.95,202.61,tf
3007,TSHE,56.9,291.26,203.32,tf
3008,PSME,118.7,292.09,205.35,pm
3009,THPL,109.5,286.01,209.09,cl
3010,TSHE,19,282.07,210.95,tf
3011,TSHE,51.6,279.76,209.38,tf
3012,TSHE,47.6,274.97,209.96,tf
3013,PSME,128.3,277.05,214.17,pm
3014,PSME,72,281.97,218.22,pm
3016,TSHE,14.7,289.17,222.17,tf
3017,TSHE,15.3,289.46,220.64,tf
3020,TABR,8,299.18,222.41,tf
3022,TABR,17.9,296.82,219.69,tf
3023,TSHE,40.2,293.91,216.82,tf
3024,TSHE,37.6,297.73,216.88,tf
3025,PSME,122.3,273.89,203.39,pm
3026,TSHE,22.3,270.93,201.07,tf
3027,TSHE,62.8,263.53,200.28,tf
3028,PSME,96.6,254.05,200.72,pm
3029,TABR,6.3,253.86,202.17,tf
3030,TABR,17.9,251.19,202.79,tf
3031,TSHE,58.8,252.24,204.07,tf
3032,PSME,105.3,260.78,203.57,pm
3034,TABR,15.3,261.71,207.06,tf
3035,TABR,23.3,250.29,209.98,tf
3036,PSME,85.4,259.28,210.14,pm
3037,PSME,96.1,250.76,213.69,pm
3040,TSHE,7.4,263.94,210.98,tf
3041,TSHE,58,260.94,213.17,tf
3042,TSHE,11.4,255.16,217.44,tf
3043,TSHE,34.7,255.41,218.21,tf
3044,TSHE,8.2,253.83,219.58,tf
3046,TABR,9.2,262.5,216.97,tf
3047,TSHE,41,253.72,222.09,tf
3048,TSHE,7,260.96,220.8,tf
3049,TSHE,8,264.6,217.36,tf
3050,TSHE,17.2,265.13,220.82,tf
3051,TSHE,23.4,266.55,220.91,tf
3052,TSHE,14.6,270.42,212.7,tf
3054,TSHE,23,269.32,216.53,tf
3057,TABR,5.7,270.85,217.62,tf
3058,TSHE,35.3,271.91,215.51,tf
3060,TSHE,6.9,272.08,220.28,tf
3061,TSHE,77.8,256.56,227.15,tf
3063,PSME,145.1,251.14,228.7,pm
3064,TSHE,88.4,251.14,235.17,tf
3065,TSHE,57.8,260.92,232.32,tf
3066,TABR,20.3,264.54,230.02,tf
3067,TSHE,22.7,270.89,228.08,tf
3068,TSHE,81.5,267.08,232.98,tf
3069,TABR,15.1,265.88,233.32,tf
3070,THPL,101.6,251.22,249.36,cl
3071,THPL,73.2,254.22,248.35,cl
3072,TABR,9.5,259.55,244.62,tf
3075,TSHE,14.2,290.72,226.09,tf
3076,TSHE,39.9,289.99,226.83,tf
3078,TSHE,21,291.25,228.49,tf
3079,TSHE,59.5,290.76,229.21,tf
3080,THPL,9.7,291.63,228.93,cl
3081,TSHE,17.2,286.72,230.05,tf
3082,TSHE,48.7,281.29,230.8,tf
3083,TSHE,42.5,278.47,232.33,tf
3084,TSHE,53.6,285.95,231.97,tf
3085,PSME,115.9,289.35,231.23,pm
3086,TSHE,29.4,287.67,232.16,tf
3087,ABGR,67.5,275.82,233.84,tf
3088,TSHE,19.8,280.89,234.83,tf
3089,TSHE,15.1,284.54,237.16,tf
3090,TSHE,7.4,272.77,244.98,tf
3091,TSHE,7.3,273.62,246.5,tf
3092,TABR,5.8,276.86,247.67,tf
3093,TABR,46.1,281.65,246.72,tf
3095,TABR,8.4,294.74,234.41,tf
3096,THPL,114.5,290.1,244.67,cl
3097,TSHE,23,293.06,240.54,tf
3098,TSHE,5.4,291.59,244.86,tf
3099,TSHE,8.5,293.82,245.66,tf
3100,TSHE,12.4,295.11,245.22,tf
3101,TABR,19.9,295.05,249.43,tf
3104,TABR,10.9,247.35,201.31,tf
3105,TABR,11.3,244.17,200.54,tf
3107,TSHE,7.2,237.37,201.22,tf
3108,TSHE,6.5,229.55,200.23,tf
3109,TABR,11.6,227.83,201.07,tf
3110,PSME,88.8,234.98,204.2,pm
3111,TABR,13.9,224.99,204.13,tf
3112,TABR,16,229.41,206.18,tf
3114,PSME,126.9,228.1,213.15,pm
3115,TSHE,8.1,228.89,213.38,tf
3116,PSME,68.8,231.34,212.17,pm
3117,TABR,10.1,240.76,206.33,tf
3118,TABR,7.4,231.83,213.19,tf
3119,TABR,12.4,229.32,216.43,tf
3121,TABR,17.5,233.54,212.74,tf
3122,PSME,111.4,237.9,210.55,pm
3123,PSME,148.6,244.39,206.5,pm
3124,CONU,12.2,242.55,209.02,mh
3125,TABR,7,235.82,214.13,tf
3126,TABR,8.5,235.55,213.98,tf
3128,PSME,105,238.54,214.82,pm
3130,TABR,19.3,243.55,211.01,tf
3132,TSHE,36.5,229.28,223.65,tf
3133,PSME,117.6,233.64,222.66,pm
3134,TSHE,27.1,234.05,221.85,tf
3135,THPL,101.7,240.68,218.68,cl
3136,TSHE,85.7,240.37,221.58,tf
3138,TABR,6,243.66,217.81,tf
3139,PSME,104.1,243.31,219.78,pm
3140,TABR,15,246.26,215.01,tf
3141,TSHE,25,244.12,220.98,tf
3144,TSHE,8.1,266.32,213.83,tf
3145,TSHE,50.7,242.79,226.88,tf
3146,TABR,6.3,236.25,225.67,tf
3147,PSME,63,233.76,226.51,pm
3148,PSME,96.9,227.68,226.6,pm
3149,TSHE,109.6,226.79,228.54,tf
3150,TABR,7.6,231.67,230.57,tf
3151,TSHE,39,234.71,230.94,tf
3156,TSHE,13.4,225.71,238.15,tf
3160,TSHE,17.8,227.43,243.82,tf
3161,THPL,62.8,226.23,245.44,cl
3162,TSHE,6.7,230.04,242.79,tf
3163,TSHE,5.1,232.75,241.31,tf
3166,TSHE,54.7,236.91,238.72,tf
3167,TABR,13.1,225.78,249.23,tf
3169,TABR,34.7,236.68,244.14,tf
3171,TABR,12.4,242.2,234.41,tf
3172,TABR,7.5,247.8,229.61,tf
3173,TSHE,95.9,247.63,242.75,tf
3174,TABR,9.6,250.14,240.62,tf
3175,THPL,9.2,238.91,251.16,cl
3176,TABR,5.4,233.85,251.99,tf
3178,ABAM,80.5,225.24,250.04,tf
3179,TSHE,8.7,228.91,252.09,tf
3181,TSHE,7.3,226.96,252.9,tf
3182,TABR,14.4,226.12,253.2,tf
3183,THPL,56.5,235.08,253.29,cl
3184,TSHE,68.7,234.5,256.7,tf
3186,PSME,116.8,231.85,260.44,pm
3190,ABAM,6.9,238.07,260.07,tf
3191,TSHE,51.6,231.1,267.07,tf
3192,TSHE,26.9,226.94,273.44,tf
3193,TSHE,11.3,242.69,258.26,tf
3194,TABR,18.7,244.77,256.31,tf
3195,TABR,16.7,241.34,259.75,tf
3196,TSHE,8.9,232.84,268.89,tf
3197,TSHE,35.3,233.15,269.1,tf
3198,TABR,19.6,235.6,268.47,tf
3199,TSHE,62.8,231.38,273.96,tf
3200,THPL,11.9,230.73,274.14,cl
3201,TSHE,13.8,233.17,273.2,tf
3203,PSME,106.4,237.04,275.08,pm
3204,TSHE,66.5,238.57,270.59,tf
3205,PSME,158.2,239.97,269.01,pm
3207,TSHE,61.3,248.07,254.3,tf
3209,THPL,9,246.84,262.7,cl
3210,TSHE,50.6,246.19,265.72,tf
3211,TSHE,30.5,249.61,255.24,tf
3212,ABAM,5.7,245.24,272.56,tf
3213,THPL,111.2,249.08,264.14,cl
3214,PSME,131.8,246.46,275.21,pm
3215,PSME,152.1,263.28,249.33,pm
3216,THPL,10.3,251.06,249.96,cl
3217,THPL,128.8,250.93,250.66,cl
3220,TSHE,21.6,252.89,257.96,tf
3221,PSME,106,250.31,261.31,pm
3223,THPL,115.5,250.59,264.44,cl
3225,TSHE,15.8,251.65,267.29,tf
3226,TSHE,13,270.08,254.03,tf
3227,TSHE,6.8,270.5,254.34,tf
3228,THPL,99,269.68,257.07,cl
3229,TSHE,53.4,250.89,271.12,tf
3230,TSHE,57,253.02,272.41,tf
3231,ABAM,7.4,256.02,269.61,tf
3232,TSHE,32.7,260.82,269.14,tf
3233,TSHE,24.7,266.58,263.05,tf
3234,THPL,74,262.7,270.04,cl
3235,PSME,109.1,262.12,273.81,pm
3236,PSME,123,268.65,261.77,pm
3237,TSHE,78.5,271.16,260.2,tf
3238,THPL,19.1,271.44,267.4,cl
3239,ABAM,11,272.71,271.63,tf
3240,TSHE,6.9,273.67,269.37,tf
3242,TSHE,51.1,288.84,252.53,tf
3243,ABGR,81.4,282.61,250.41,tf
3244,TSHE,25.2,285.61,253.87,tf
3245,TSHE,12.2,285.67,254.05,tf
3246,PSME,108.1,283.43,256.01,pm
3247,TSHE,69.9,279.25,258.49,tf
3249,PSME,89.1,281.58,259.44,pm
3252,TSHE,26.6,288.6,258.8,tf
3255,PSME,119.2,276.71,272.69,pm
3256,TSHE,32.1,291.35,257.72,tf
3257,TSHE,81,286.59,264.42,tf
3258,TSHE,84.1,282.84,274.21,tf
3259,TSHE,55.2,285.58,269.77,tf
3260,PSME,91.9,292.63,257.47,pm
3261,TABR,8,295.92,256.2,tf
3263,TABR,12.7,296.59,260.64,tf
3264,TSHE,9.1,295.83,269.06,tf
3266,ABGR,52.2,299.99,259.1,tf
3267,PSME,104.5,298.75,274.98,pm
3268,TABR,12.4,202.48,200.49,tf
3269,TABR,22.6,201.28,200.18,tf
3272,TSHE,41.3,210.85,202.52,tf
3277,TABR,8.8,205.15,206.28,tf
3278,PSME,106,215.49,204.3,pm
3279,PSME,98.3,220.39,202.49,pm
3280,TABR,28.3,218.75,203.64,tf
3281,PSME,100.3,222.37,202.98,pm
3282,TSHE,88.1,210.13,210.25,tf
3283,TABR,16.2,206.18,213.77,tf
3284,TABR,16,213.58,209.21,tf
3285,TABR,8.7,205.61,220.43,tf
3286,TSHE,20.5,209.14,218.03,tf
3288,TSHE,78.1,206.54,224.53,tf
3289,TABR,6.7,207.1,223.75,tf
3291,THPL,14,213.6,215.68,cl
3292,TSHE,17.9,217.78,210.49,tf
3293,TABR,20.1,220,207.75,tf
3294,TABR,12.4,214.89,215.91,tf
3295,PSME,97.1,213.37,218.08,pm
3297,TABR,11.8,216.41,218.02,tf
3299,TSHE,52.8,220.49,210.96,tf
3300,PSME,114.3,221.76,211.07,pm
3301,TSHE,36.9,222.58,209.38,tf
3302,TSHE,9.3,219.02,218.12,tf
3303,PSME,99.8,221.63,218.55,pm
3304,TABR,37.6,221.63,219.79,tf
3305,TABR,23,223.25,215.41,tf
3307,TSHE,38.8,220.3,225.7,tf
3308,TSHE,47.8,215.05,225.81,tf
3309,THPL,18.9,211.28,225.59,cl
3310,TSHE,62.5,215.2,228.24,tf
3312,TABR,6.7,213.8,231.13,tf
3313,TSHE,93.5,208.03,234.13,tf
3314,TABR,8,202.76,237.71,tf
3315,TABR,13.8,207.43,236.68,tf
3316,TABR,6.3,214.37,233.43,tf
3319,TSHE,93.7,212.21,237.97,tf
3320,TSHE,44,204.24,245.67,tf
3324,TSHE,17.1,215.18,239.91,tf
3325,TABR,17,213.72,243.12,tf
3326,TSHE,10.2,218.71,236.35,tf
3329,TABR,7.6,217.92,243.6,tf
3330,THPL,67.9,215.89,249.94,cl
3331,TSHE,6.2,222.9,235.4,tf
3332,TABR,19.4,221.83,248.87,tf
3333,TSHE,8.2,224.35,230.2,tf
3334,TSHE,14.7,223.98,237.18,tf
3335,TABR,6.4,214.84,250.82,tf
3336,THPL,36.9,213.3,253,cl
3337,THPL,42.4,208.12,254.09,cl
3338,ABAM,8.7,206.87,254.41,tf
3340,THPL,65.4,209.88,262.72,cl
3341,TABR,45.1,210.36,264.22,tf
3342,ABAM,7.9,206.67,265.9,tf
3343,TSHE,26.2,208.12,267.11,tf
3344,TSHE,11.3,210.48,266.84,tf
3345,TSHE,73.6,201.8,273.66,tf
3346,TSHE,7.9,215.21,263.55,tf
3347,TSHE,17.7,216.39,264.86,tf
3348,THPL,99.6,214.67,267.22,cl
3350,TABR,23.1,223.18,256.16,tf
3352,TSHE,41.5,212.82,273.45,tf
3353,TABR,18.5,213.89,274.84,tf
3354,ABAM,9.3,217.5,272.11,tf
3355,TSHE,85.1,219.34,271.96,tf
3357,TSHE,18.9,222,269.11,tf
3358,TSHE,9.9,221.89,269.42,tf
3360,TSHE,58.5,224.56,266.58,tf
3361,TABR,20.3,214.25,275.45,tf
3362,PSME,101.7,203.01,278.41,pm
3363,TSHE,6.2,201.62,280.55,tf
3364,TSHE,6.1,210.2,279.86,tf
3369,ABAM,13.3,206.49,284.88,tf
3371,TABR,7.1,207.96,286.43,tf
3372,TSHE,24.8,202.33,292.64,tf
3373,TSHE,12.7,202.25,293.33,tf
3374,TSHE,36.7,205.29,291.53,tf
3377,ABAM,8.7,210.12,288.43,tf
3378,THPL,34.7,202.31,297.13,cl
3379,ABAM,17.9,210.82,290.41,tf
3380,TSHE,72.4,217.06,284.56,tf
3381,TSHE,19.2,219.27,283.36,tf
3382,ABAM,29.2,214.62,288.56,tf
3385,TSHE,19.2,210.3,293.53,tf
3386,ABAM,12.1,208.11,295.46,tf
3387,ABAM,11.1,218.33,286.14,tf
3388,ABAM,55,211.96,297.97,tf
3389,TABR,19.8,212.8,298.83,tf
3390,ABAM,8.3,214.9,296.57,tf
3392,ABAM,6.8,220.31,288.5,tf
3393,PSME,150,218.7,295.51,pm
3394,ABAM,44.6,217.7,299.7,tf
3395,TABR,17.1,223.48,296.91,tf
3396,ABAM,6.8,223.82,292.46,tf
3397,ABAM,30.5,224.26,293.34,tf
3399,ABAM,29.2,242.6,276.29,tf
3400,TSHE,9.5,239.29,276.38,tf
3401,PSME,119.3,228.92,279.17,pm
3402,ABAM,5.7,232.62,279.69,tf
3403,TABR,8.8,228.16,280.08,tf
3404,PSME,130,225.34,281.53,pm
3405,ABAM,14.3,232.15,281.65,tf
3406,ABAM,7.5,235.44,282.08,tf
3407,ABAM,11.7,230.1,286.35,tf
3408,PSME,110.9,227.22,289.72,pm
3409,ABAM,15,233.15,286.79,tf
3410,THPL,85.3,230.81,290.25,cl
3412,TABR,12.9,229.6,292.62,tf
3414,TSHE,21,238.31,285.71,tf
3415,ABAM,9,245.35,279.72,tf
3416,TSHE,8.6,232.4,292.16,tf
3417,THPL,35.6,234.59,290.85,cl
3418,ABAM,5.3,228.31,295.46,tf
3419,PSME,141.3,227.01,298.29,pm
3421,ABAM,31.5,238.26,288.82,tf
3422,ABAM,7.4,237.76,293.75,tf
3423,TSHE,78.3,233.48,299.36,tf
3426,PSME,84,245.96,283.81,pm
3427,ABAM,8.6,240.84,294.37,tf
3428,ABAM,55.3,246.49,285.41,tf
3429,TSHE,29.9,244.25,289.91,tf
3430,PSME,116.4,245.52,298.37,pm
3431,TSHE,51.3,245.25,299.42,tf
3433,TSHE,65.7,249.39,289.86,tf
3434,ABAM,5.4,248.8,298.84,tf
3435,ABAM,7,261.31,277.87,tf
3437,TSHE,40.5,251.67,281.21,tf
3439,TSHE,62.1,257.66,284.26,tf
3440,TSHE,68.8,264.37,280.93,tf
3441,TSHE,71.2,253.76,287.44,tf
3442,TSHE,11.4,255.2,287.35,tf
3443,TSHE,10.6,265.83,281.9,tf
3445,TSHE,70.5,254.59,298.89,tf
3447,TSHE,44.4,259.02,297.34,tf
3452,TSHE,6,266.02,297.49,tf
3454,TSHE,16.2,268.15,297.85,tf
3456,TSHE,13.6,270.59,293.19,tf
3457,TSHE,20.9,271.44,294.63,tf
3458,PSME,64,271.92,296.75,pm
3460,TSHE,6.1,271.96,298.65,tf
3462,TSHE,10.3,293.4,274.89,tf
3463,THPL,28.4,284.77,274.72,cl
3464,TSHE,83.1,275.35,278.05,tf
3466,TSHE,7.5,280.31,282.89,tf
3467,THPL,20.4,279.42,285.97,cl
3468,TSHE,79,277.4,288.23,tf
3470,ABAM,10,284.21,289.53,tf
3471,TSHE,19.6,294.2,281.6,tf
3473,TSHE,26.5,290.01,287.14,tf
3476,TSHE,8,285.85,294.7,tf
3477,THPL,144.7,283.49,296.92,cl
3478,TSHE,9.7,287.39,294.04,tf
3479,TSHE,5.6,286.85,296.87,tf
3480,TSHE,7.6,291.56,291.94,tf
3481,TSHE,87.5,291.55,298.81,tf
3485,TSHE,20.9,297.11,284.76,tf
3487,TABR,14.8,297.41,293.31,tf
3488,TABR,9.3,297.57,295.81,tf
3489,TSHE,71.3,297.51,297.16,tf
3500,TABR,12.1,295.05,249.43,tf
3501,TABR,23.4,295.05,249.43,tf
3506,TABR,12,223.48,296.91,tf
3509,TABR,9.4,247.35,201.31,tf
4001,PSME,143.2,199.29,104.89,pm
4002,TSHE,31.7,197.9,108.39,tf
4003,TSHE,84.8,197.69,109.09,tf
4004,TABR,10,194.5,104.37,tf
4005,PSME,123.5,193.33,104.32,pm
4006,THPL,72.1,190.1,108.85,cl
4007,TSHE,16.7,191.88,112,tf
4008,TSHE,8.8,188,110.11,tf
4010,TSHE,31,198.95,124.04,tf
4011,TSHE,36.6,195.81,123.34,tf
4012,TSHE,26.8,192.07,123.19,tf
4015,TSHE,6.8,186.81,120.32,tf
4016,ABAM,11,186.34,120.77,tf
4017,ABGR,47.4,187.54,115.9,tf
4018,TSHE,11.5,187.34,105.03,tf
4019,TSHE,15,185.84,105.73,tf
4020,TSHE,30,182.04,104.59,tf
4021,TSHE,9.8,177.7,103.97,tf
4022,TABR,9.4,176.5,104.44,tf
4023,TSHE,38.2,181.63,110.78,tf
4024,TABR,8,179.96,111.99,tf
4025,TSHE,12.7,181.76,116.84,tf
4026,TSHE,47.6,179.2,123.77,tf
4027,TSHE,47.3,175.27,122.25,tf
4028,TSHE,10.7,177.23,117.43,tf
4030,TSHE,90,172.35,110.19,tf
4031,TSHE,43.1,170.16,106.73,tf
4032,TSHE,113.3,171.81,100.36,tf
4033,TSHE,6.4,165.17,103.59,tf
4034,TSHE,8.2,165.46,106.31,tf
4035,TSHE,15.7,163.72,107.08,tf
4037,PSME,93.3,165.96,114.63,pm
4038,ABAM,13.2,168.44,118.21,tf
4039,TSHE,7.3,169.71,119.82,tf
4040,TSHE,6.5,171.08,120.15,tf
4041,TSHE,15.4,171.79,123.99,tf
4042,TSHE,8.2,169.06,121.9,tf
4043,TSHE,80.3,165.17,119.38,tf
4044,TSHE,14.2,164.87,121.59,tf
4045,ABAM,25.8,156.81,120.24,tf
4046,TABR,13.6,153.43,121.57,tf
4047,ABGR,51.9,150.54,118.22,tf
4048,PSME,85.7,153.82,116.5,pm
4049,PIMO,81,162.84,113.28,pi
4050,TSHE,11.1,160.58,110.94,tf
4051,ABAM,9.1,159.5,111.16,tf
4052,PSME,98.6,157.77,117.6,pm
4053,TABR,6.4,156.97,109.77,tf
4054,TSHE,67.4,155.03,110.36,tf
4055,TABR,18,152.57,113.07,tf
4056,TSHE,38,150.07,112.56,tf
4057,PSME,81.4,150.32,108.38,pm
4058,TSHE,19.9,154.71,106.85,tf
4059,TSHE,62.4,151.45,105.04,tf
4060,TSHE,15.3,150.01,100.36,tf
4061,TSHE,18,160.53,102.38,tf
4063,TSHE,8.5,161.97,101.43,tf
4064,ABAM,12.6,148,105.55,tf
4065,PSME,100.9,143.16,106.18,pm
4066,ABAM,10.2,145.55,111.12,tf
4067,PSME,102.8,145.31,114.49,pm
4069,TABR,13.8,146.01,120.65,tf
4070,TABR,22.9,149.11,124.56,tf
4071,TSHE,15.8,149,117.73,tf
4072,TSHE,7.7,145.5,122.73,tf
4073,TABR,7.3,145.15,124.03,tf
4074,ABAM,16.8,138.87,123.02,tf
4075,TSHE,46.7,137.93,121.4,tf
4076,TSHE,8.3,137.94,119.72,tf
4077,ABAM,9.5,136.91,120.37,tf
4078,ABAM,7.5,135.09,121.57,tf
4079,TABR,10.5,133.15,118.88,tf
4080,ABAM,35.1,136.12,117.4,tf
4083,ABAM,15,142.58,116.54,tf
4084,PSME,104.6,139.33,105.23,pm
4085,TSHE,7.4,137.08,101.06,tf
4087,ABAM,17.1,136.45,110.02,tf
4088,TSHE,24.5,140.26,110.89,tf
4089,ABAM,15.4,141.56,114.15,tf
4090,PSME,91.9,137.7,115.29,pm
4091,TABR,12.3,133.46,112.48,tf
4092,TABR,6.1,125.78,106.47,tf
4093,TABR,12.8,125.25,114.88,tf
4094,PSME,126.4,123.15,117.32,pm
4095,ABAM,17.5,125.72,124.19,tf
4096,ABAM,27.2,127.94,122.51,tf
4097,TSHE,53.3,129.55,117.8,tf
4098,PSME,114.9,129.21,116.78,pm
4099,CONU,10.6,129.91,112.11,mh
4100,TABR,7.3,130.79,110.8,tf
4101,TABR,8.8,127.92,113.68,tf
4102,TABR,11.3,127.39,113.52,tf
4103,TSHE,51.7,121.1,114.53,tf
4104,ABGR,40,123.01,124.53,tf
4105,ABGR,40.5,121.38,124.95,tf
4106,TABR,12,118.38,118.78,tf
4107,ABAM,10.7,115.99,119.63,tf
4110,TSHE,8.8,114.29,116.67,tf
4111,TSHE,15.7,117.88,114.25,tf
4112,PSME,95.8,118.32,110.99,pm
4113,ABAM,41.8,113.09,108.87,tf
4114,TABR,16.1,114.64,105.57,tf
4115,TABR,9.6,111.18,108.27,tf
4116,ABAM,21,111.99,109.84,tf
4117,ABAM,7,108.29,109.12,tf
4118,ABAM,7.8,109.09,110.92,tf
4119,TABR,6.9,105.9,106.54,tf
4120,TABR,9,107.11,105.26,tf
4121,TABR,9.5,107.32,103.38,tf
4122,TABR,6.2,106.16,102.76,tf
4123,TSHE,74.3,103.14,101.12,tf
4124,TSHE,51.4,121,108.58,tf
4125,TSHE,24.3,119.29,103.58,tf
4126,TABR,6.9,116.47,101.01,tf
4127,TABR,10.6,108.75,100.49,tf
4128,TABR,6.5,107.04,100.04,tf
4129,ABAM,73.3,104.38,105.56,tf
4130,TSHE,20.1,102.27,107.48,tf
4131,ABAM,20.1,107.2,115.51,tf
4132,ABAM,33.7,108.15,118.99,tf
4133,TSHE,23,110.51,118.68,tf
4134,TSHE,21.9,106.94,122.6,tf
4135,PSME,101.4,105.31,123.16,pm
4136,ABAM,25.4,100.11,122.87,tf
4137,ABAM,41.6,102.24,118.18,tf
4138,TSHE,30.3,100.14,110.84,tf
4139,TABR,14.4,100.15,102.07,tf
4140,ABAM,8.2,104.21,130.17,tf
4141,TSHE,15.7,105.85,134.03,tf
4142,TSHE,12.6,104.7,145.89,tf
4143,TSHE,23.1,106.62,139.02,tf
4144,TSHE,67.3,104.6,135.96,tf
4145,TABR,10.2,100.9,131.64,tf
4146,THPL,73.1,100.05,130.66,cl
4147,TSHE,10.3,99.83,127.37,tf
4148,TSHE,66,108.66,134.48,tf
4149,PSME,108.9,112.13,136.9,pm
4150,TSHE,63.1,112.86,142.98,tf
4151,TSHE,15.8,113.79,144.07,tf
4152,TABR,10.7,112.88,145.2,tf
4153,CONU,9.4,108.61,146.35,mh
4154,ABAM,11.8,117.99,145.7,tf
4155,ABAM,36.9,118.12,144.64,tf
4156,TSHE,21.9,118.15,143.37,tf
4157,TABR,15.9,119.68,149.28,tf
4158,TABR,12.5,119.76,149.88,tf
4159,ABAM,8.8,118.06,150.81,tf
4160,ABAM,7.2,111.78,150.74,tf
4161,ABAM,5.7,121.67,149.32,tf
4162,TSHE,19.4,122.38,142.24,tf
4163,PSME,143.8,123.77,141.82,pm
4164,ABAM,8.2,122.19,136.78,tf
4166,TSHE,59.1,112.18,129.9,tf
4169,ABAM,7.2,118.28,127.23,tf
4171,ABAM,31.3,130.62,128,tf
4172,TSHE,62.5,129.41,135.43,tf
4173,TSHE,9.6,128.51,132.78,tf
4174,TSHE,35.2,128.91,137.52,tf
4175,TSHE,79.1,131.14,142.72,tf
4176,ABAM,8.2,131.24,145.9,tf
4177,TABR,9.2,131.34,148.86,tf
4179,PSME,78.6,139,149.02,pm
4180,TSHE,76.3,136.22,143.17,tf
4181,ABAM,6.9,141.32,146.34,tf
4182,TABR,10.4,141.44,149.07,tf
4184,TSHE,10.7,145.47,149.1,tf
4185,TSHE,48.6,145.28,149.66,tf
4187,PSME,74.2,148.4,136.58,pm
4188,ABAM,12.9,142.62,129.03,tf
4190,TABR,20,138.41,131.1,tf
4192,TSHE,92.7,137.34,134.56,tf
4193,TSHE,56,139.09,137.87,tf
4194,TABR,8.6,138.02,137.21,tf
4195,TSHE,39.4,155.21,127.3,tf
4196,TABR,13.6,153.86,129.04,tf
4197,PSME,104.5,153.56,131.51,pm
4198,TSHE,53.3,152.43,134.1,tf
4199,TSHE,54.3,151.46,132.52,tf
4200,TABR,14.8,161.53,135.48,tf
4201,TABR,9.8,149.95,140.24,tf
4202,TSHE,70.9,151.95,142.81,tf
4203,TABR,8.1,151.52,141.73,tf
4204,TSHE,26.9,153.71,144.1,tf
4206,TSHE,12.9,159.39,146.79,tf
4207,PSME,83.5,163.27,143.52,pm
4208,PSME,91,165.36,142.96,pm
4209,TABR,17.9,168.85,147.69,tf
4210,ABAM,7.6,165.5,148.8,tf
4211,TSHE,80.3,173.46,147.43,tf
4212,PSME,91.3,171.09,143.83,pm
4213,TABR,8.5,170.26,141.79,tf
4214,ABAM,8.5,171.79,139.15,tf
4215,TABR,9.1,172.57,130.8,tf
4216,TSHE,19.9,172.73,133.03,tf
4217,TSHE,19.1,174.18,140.06,tf
4218,PSME,125,173.93,139.52,pm
